context_id,candidate_id,prompt,context,question,agreement_passage,context_domain,context_size,query_time,shot_setting,on_topic,grammar,adherence,answerable,useful_1,useful_reason_1,useful_encoded_1,useful_2,useful_reason_2,useful_encoded_2
11,9,advanced,"Ocean temperatures depend on the amount of solar radiation reaching the ocean surface. In the tropics, surface temperatures can rise to over 30 °C. Near the poles where sea ice forms, the temperature in equilibrium is about −2 °C. Deep ocean temperature is between −2 °C and 5 °C in all parts of the ocean. Water continuously circulates in the oceans creating ocean currents. These directed movements of seawater are generated by forces acting upon the water, including temperature differences, atmospheric circulation (wind), the Coriolis effect and differences in salinity. Tidal currents originate from tides, while surface currents are caused by wind and waves. Major ocean currents include the Gulf Stream, Kuroshio Current, Agulhas Current and Antarctic Circumpolar Current. Collectively, currents move enormous amounts of water and heat around the globe. This circulation significantly impacts global climate and the uptake and redistribution of pollutants such as carbon dioxide by moving these contaminants from the surface into the deep ocean.","How do ocean currents transport heat and pollutants around the globe, and what effects can this have?",0,biology,long,2023-02-03 16:34:17,five,1,1,1,0,Useful with minor edits,The question's phrasing or grammar is not good enough,3,Useful with minor edits,The question's phrasing or grammar is not good enough,3
12,1,remembering,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What type of organism is unicellular?,0,biology,long,2023-02-03 16:34:17,five,1,1,1,1,Useful with minor edits,The question's phrasing or grammar is not good enough,3,"Useful with no edits (i.e., as is)",,4
12,2,understanding,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What is the difference between prokaryotes and eukaryotes?,0,biology,long,2023-02-03 16:34:18,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,3,applying,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What are the differences between unicellular and multicellular organisms?,0,biology,long,2023-02-03 16:34:19,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,4,analyzing,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What are the differences between prokaryotic and eukaryotic unicellular organisms?,0,biology,long,2023-02-03 16:34:20,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,5,evaluating,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What are the differences between unicellular organisms and multicellular organisms?,0,biology,long,2023-02-03 16:34:22,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,6,creating,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What is the difference between unicellular and multicellular organisms?,0,biology,long,2023-02-03 16:34:23,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,7,beginner,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What is the oldest form of life?,0,biology,long,2023-02-03 16:34:24,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,8,intermediate,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",How long have unicellular organisms been around?,0,biology,long,2023-02-03 16:34:25,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
12,9,advanced,"A unicellular organism, also known as a single-celled organism, is an organism that consists of a single cell, unlike a multicellular organism that consists of multiple cells. Organisms fall into two general categories: prokaryotic organisms and eukaryotic organisms. All prokaryotes are unicellular and are classified into bacteria and archaea. Many eukaryotes are multicellular, but some are unicellular such as protozoa, unicellular algae, and unicellular fungi. Unicellular organisms are thought to be the oldest form of life, with early protocells possibly emerging 3.8 - 4.0 billion years ago. Although some prokaryotes live in colonies, they are not specialised cells with differing functions. These organisms live together, and each cell must carry out all life processes to survive. In contrast, even the simplest multicellular organisms have cells that depend on each other to survive.",What are the differences between unicellular and multicellular organisms?,0,biology,long,2023-02-03 16:34:27,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,1,remembering,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",What is the current period of Earth's climate called?,0,biology,long,2023-02-03 16:34:28,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,2,understanding,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",What is the definition of an ice age?,0,biology,long,2023-02-03 16:34:28,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,3,applying,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",What factors can influence the onset of an ice age?,0,biology,long,2023-02-03 16:34:30,five,1,1,1,0,Useful with minor edits,The question's phrasing or grammar is not good enough,3,Useful with minor edits,The question's phrasing or grammar is not good enough,3
13,4,analyzing,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",How is the current climate different from an ice age?,0,biology,long,2023-02-03 16:34:31,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,5,evaluating,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",What factors can delay the onset of an ice age?,0,biology,long,2023-02-03 16:34:32,five,1,1,0,0,Useful with minor edits,The question's phrasing or grammar is not good enough,3,"Useful with no edits (i.e., as is)",,4
13,6,creating,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",What is the definition of an ice age?,0,biology,long,2023-02-03 16:34:33,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,7,beginner,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",What is the current period of Earth's climate called?,0,biology,long,2023-02-03 16:34:34,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,8,intermediate,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.",How can you describe an ice age?,0,biology,long,2023-02-03 16:34:35,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
13,9,advanced,"An ice age is a long period of reduction in the temperature of Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers. Earth's climate alternates between ice ages and greenhouse periods, during which there are no glaciers on the planet. Earth is currently in the Quaternary glaciation. Individual pulses of cold climate within an ice age are termed glacial periods (or, alternatively, glacials, glaciations, glacial stages, stadials, stades, or colloquially, ice ages), and intermittent warm periods within an ice age are called interglacials or interstadials. In glaciology, ice age implies the presence of extensive ice sheets in both northern and southern hemispheres. By this definition, Earth is currently in an interglacial period - the Holocene. The amount of anthropogenic greenhouse gases emitted into Earth's oceans and atmosphere is predicted to delay the next glacial period by between 100,000 and 500,000 years, which otherwise would begin in around 50,000 years, and likely more glacial cycles after.","How do anthropogenic greenhouse gases affect the onset of an ice age, and what is their predicted effect?",0,biology,long,2023-02-03 16:34:36,five,1,1,0,1,Useful with minor edits,it needs  to be broken down int two questions,3,"Useful with no edits (i.e., as is)",,4
14,1,remembering,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What are the two factors that control an ecosystem?,0,biology,long,2023-02-03 16:34:37,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
14,2,understanding,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",How do animals influence nutrient cycling in an ecosystem?,0,biology,long,2023-02-03 16:34:38,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
14,3,applying,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What external and internal factors influence the structure of an ecosystem?,0,biology,long,2023-02-03 16:34:39,five,1,1,1,1,Useful with minor edits,,3,Useful with minor edits,,3
14,4,analyzing,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What roles do animals play in an ecosystem?,0,biology,long,2023-02-03 16:34:41,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
14,5,evaluating,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What are the external and internal factors that control an ecosystem?,0,biology,long,2023-02-03 16:34:41,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
14,6,creating,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",How do animals influence the movement of matter and energy in an ecosystem?,0,biology,long,2023-02-03 16:34:42,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
14,7,beginner,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What are the two main components of an ecosystem?,0,biology,long,2023-02-03 16:34:43,five,1,1,0,1,Useful with minor edits,,3,"Useful with no edits (i.e., as is)",,4
14,8,intermediate,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What processes are involved in the functioning of an ecosystem?,0,biology,long,2023-02-03 16:34:44,five,1,1,1,1,Useful with major edits,The question has logical issues or doesn't make sense,2,Not useful,"This question is useful; however, this needs to be more specific because according to context there are lots of processes involved it may cause confusion.",1
14,9,advanced,"An ecosystem (or ecological system) consists of all the organisms and the physical environment with which they interact.  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes. Ecosystems are controlled by external and internal factors. External factors such as climate, parent material which forms the soil and topography, control the overall structure of an ecosystem but are not themselves influenced by the ecosystem. Internal factors are controlled, for example, by decomposition, root competition, shading, disturbance, succession, and the types of species present.",What are the external and internal factors that control an ecosystem?,0,biology,long,2023-02-03 16:34:45,five,1,1,0,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
15,1,remembering,"Staining is a technique used to enhance contrast in samples, generally at the microscopic level. Stains and dyes are frequently used in histology (microscopic study of biological tissues), in cytology (microscopic study of cells), and in the medical fields of histopathology, hematology, and cytopathology that focus on the study and diagnoses of diseases at the microscopic level. Stains may be used to define biological tissues (highlighting, for example, muscle fibers or connective tissue), cell populations (classifying different blood cells), or organelles within individual cells. In biochemistry, it involves adding a class-specific (DNA, proteins, lipids, carbohydrates) dye to a substrate to qualify or quantify the presence of a specific compound. Staining and fluorescent tagging can serve similar purposes. Biological staining is also used to mark cells in flow cytometry, and to flag proteins or nucleic acids in gel electrophoresis. Light microscopes are used for viewing stained samples at high magnification, typically using bright-field or epi-fluorescence illumination.",What is staining used to do?,0,biology,long,2023-02-03 16:34:46,five,1,1,1,1,Useful with minor edits,,3,Useful with minor edits,,3
15,2,understanding,"Staining is a technique used to enhance contrast in samples, generally at the microscopic level. Stains and dyes are frequently used in histology (microscopic study of biological tissues), in cytology (microscopic study of cells), and in the medical fields of histopathology, hematology, and cytopathology that focus on the study and diagnoses of diseases at the microscopic level. Stains may be used to define biological tissues (highlighting, for example, muscle fibers or connective tissue), cell populations (classifying different blood cells), or organelles within individual cells. In biochemistry, it involves adding a class-specific (DNA, proteins, lipids, carbohydrates) dye to a substrate to qualify or quantify the presence of a specific compound. Staining and fluorescent tagging can serve similar purposes. Biological staining is also used to mark cells in flow cytometry, and to flag proteins or nucleic acids in gel electrophoresis. Light microscopes are used for viewing stained samples at high magnification, typically using bright-field or epi-fluorescence illumination.",What is the purpose of staining?,0,biology,long,2023-02-03 16:34:46,five,1,1,1,1,"Useful with no edits (i.e., as is)",,4,"Useful with no edits (i.e., as is)",,4
15,3,applying,"Staining is a technique used to enhance contrast in samples, generally at the microscopic level. Stains and dyes are frequently used in histology (microscopic study of biological tissues), in cytology (microscopic study of cells), and in the medical fields of histopathology, hematology, and cytopathology that focus on the study and diagnoses of diseases at the microscopic level. Stains may be used to define biological tissues (highlighting, for example, muscle fibers or connective tissue), cell populations (classifying different blood cells), or organelles within individual cells. In biochemistry, it involves adding a class-specific (DNA, proteins, lipids, carbohydrates) dye to a substrate to qualify or quantify the presence of a specific compound. Staining and fluorescent tagging can serve similar purposes. Biological staining is also used to mark cells in flow cytometry, and to flag proteins or nucleic acids in gel electrophoresis. Light microscopes are used for viewing stained samples at high magnification, typically using bright-field or epi-fluorescence illumination.",What are some methods used to enhance contrast in samples?,0,biology,long,2023-02-03 16:34:48,five,1,1,0,1,Useful with minor edits,,3,Useful with minor edits,,3
15,4,analyzing,"Staining is a technique used to enhance contrast in samples, generally at the microscopic level. Stains and dyes are frequently used in histology (microscopic study of biological tissues), in cytology (microscopic study of cells), and in the medical fields of histopathology, hematology, and cytopathology that focus on the study and diagnoses of diseases at the microscopic level. Stains may be used to define biological tissues (highlighting, for example, muscle fibers or connective tissue), cell populations (classifying different blood cells), or organelles within individual cells. In biochemistry, it involves adding a class-specific (DNA, proteins, lipids, carbohydrates) dye to a substrate to qualify or quantify the presence of a specific compound. Staining and fluorescent tagging can serve similar purposes. Biological staining is also used to mark cells in flow cytometry, and to flag proteins or nucleic acids in gel electrophoresis. Light microscopes are used for viewing stained samples at high magnification, typically using bright-field or epi-fluorescence illumination.",What are the different techniques used in staining?,0,biology,long,2023-02-03 16:34:49,five,1,1,1,1,Useful with major edits,The question's phrasing or grammar is not good enough,2,Useful with minor edits,,3
